id,type,name,creator,starring,year,rating,time,genres,country,describle
81380027,Movie,Juara,,"Bisma Karisma, Tora Sudiro, Cut Mini Theo",2016,TV-PG,101 min,"Sports Movies ,Drama Movies ,Action & Adventure Movies",Indonesia,"After an innocent crush leads to trouble, a teen who struggles with bullying realizes his martial arts talents with help from an unexpected mentor."
81644707,Movie,Circle Line,,"Jesseca Liu, Andie Chen, Peter Yu",2022,TV-14,79 min,"Horror Movies ,Action & Adventure Movies",Singapore,"After a subway train derails and crashes into an abandoned tunnel, several commuters must find their way home while a bigger danger lurks in the dark."
81285890,Movie,Tarung Sarung,,"Panji Zoni, Yayan Ruhian, Maizura",2020,TV-PG,115 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Indonesia,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business."
80236341,Movie,Maria,,"Cristine Reyes, Germaine De Leon, KC Montero",2019,TV-MA,89 min,"Crime Movies ,Martial Arts Movies ,Action & Adventure Movies",Philippines,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts."
81243243,Movie,Wira,,"Hairul Azreen, Fify Azmi, Ismi Melinda",2019,TV-14,108 min,"Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Malaysia,"After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family."
81648737,Movie,Deleted,,"Zheng Geping, Vincent Ng, Fattah Amin",2022,TV-14,85 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies",Singapore,"Fresh out of prison, an ex-convict must go undercover and work with authorities to rescue his abducted daughter."
81349124,Movie,Chennai 2 Singapore,,"Gokul Anand, Anju Kurian, Anu Kurian",2017,TV-14,122 min,"Comedy Movies ,Action & Adventure Movies ",Singapore,"A fledgling filmmaker travels to Singapore to secure financing for his debut feature, but madcap misadventures constantly throw his plans off course."
80013790,Movie,Rurouni Kenshin: Kyoto Inferno,,"Takeru Satoh, Emi Takei, Yusuke Iseya",2014,TV-14,138 min,"Period Pieces ,Action & Adventure Movies",Japan,Warrior turned pacifist Kenshin Himura reluctantly takes on a vile assassin scheming to topple the Meiji government with help from some hired killers.
81238549,Movie,Rise,,"Truong Ngoc Anh, Kim Ly, Chi Bao",2014,TV-14,92 min,"Drama Movies ,Movies Based on Books ,Action & Adventure Movies",Vietnam,"From prison to posh living, a former street vendor rises up the ranks of a criminal empire but vengeance threatens to take her down."
81304894,Movie,High & Low The Movie,,"Takanori Iwata, Akira, Sho Aoyagi",2016,TV-14,128 min,Action & Adventure Movies,Japan,The five rival gangs ruling the SWORD district unite to face off against a 500-member strong attack led by a legendary gang leader.
81304896,Movie,High & Low The Movie 2 / End of Sky,,"Takanori Iwata, Keiji Kuroki, Aoi Nakamura",2017,TV-14,124 min,Action & Adventure Movies,Japan,"The peaceful truce in the SWORD district is violently disrupted by the intrusion of two brutal gangs, causing loyalties and rivalries to erupt."
81030202,Movie,Trivisa,,"Lam Ka Tung, Richie Ren, Jordan Chan",2016,TV-MA,97 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies ",China,"Against the backdrop of Hong Kong's handover from British rule, a trio of notorious criminals cross paths in a grand scheme that quickly derails."
70242535,Movie,Nightfall,,"Simon Yam, Nick Cheung, Shawn Dou",2012,TV-MA,103 min,"Crime Movies ,Action & Adventure Movies ",China,"When a master concert pianist is found brutally murdered, detective George Lam is tasked with ferreting out the killer."
80144152,Movie,S Storm,,"Louis Koo, Julian Cheung, Vic Chou",2016,TV-MA,94 min,"Crime Movies ,Action & Adventure Movies ",China,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
70309225,Movie,That Demon Within,,"Daniel Wu, Nick Cheung, Shatina Chen",2014,TV-MA,111 min,"Crime Movies ,Action & Adventure Movies ",China,A straight-arrow Hong Kong beat cop is haunted by dark visions after he saves a gangster's life and gets caught in a spiraling cycle of violence.
81259347,Movie,A Hard Day,,"Dingdong Dantes, John Arcilla, Al Tantay",2021,TV-MA,116 min,Action & Adventure Movies,Philippines,"After a tragic car accident, a detective scrambles to cover his tracks amid his mother's funeral and threats from a blackmailer."
81058434,Movie,Freaks – You're One of Us,,"Cornelia Gröschel, Tim Oliver Schultz, Wotan Wilke Möhring",2020,TV-14,92 min,"Sci-Fi Movies ,Drama Movies ,Independent Movies ,Social Issue Dramas",Germany,"Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy."
81438809,Movie,Major Grom: Plague Doctor,,"Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov",2021,TV-14,138 min,Action & Adventure Movies,Russia,"When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it."
81038599,Movie,Unknown Origins,,"Javier Rey, Verónica Echegui, Brays Efe",2020,TV-14,96 min,"Thriller Movies ,Mystery Movies ,Movies Based on Books",Spain,A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.
81579322,Movie,TIGER & BUNNY - The Beginning -,,"Hiroaki Hirata, Masakazu Morita, Yuichi Nakamura",2012,TV-14,91 min,"Action Anime ,Sci-Fi Movies ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,"In a world where superhero work is commercialized, aging hero Wild Tiger must team up with the arrogant, younger Barnaby Brooks Jr. to take on a thief."
81579323,Movie,TIGER & BUNNY - The Rising -,,"Hiroaki Hirata, Masakazu Morita, Yuichi Nakamura",2014,TV-14,100 min,"Action Anime ,Sci-Fi Movies ,Action & Adventure Movies ,Sci-Fi Anime ,Anime Movies",Japan,"New corporate leadership shakes up Tiger and Barnaby's partnership. Meanwhile, the city is hit by a series of incidents resembling a legendary curse."
80112368,Movie,Hard Target 2,,"Scott Adkins, Robert Knepper, Rhona Mitra",2016,TV-14,103 min,"Sports Movies ,Martial Arts Movies ,Action & Adventure Movies ",United States,"Lured to the jungle with promises of a big payday, former MMA champ Wes Baylor instead finds himself in a lethal, high-tech hunt — and he's the prey."
80103392,Movie,Kickboxer: Vengeance,,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista",2016,TV-MA,90 min,"Sports Movies ,Martial Arts Movies ,Action & Adventure Movies ",United States,"After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion."
81043365,Movie,Bruised,,"Halle Berry, Adan Canto, Adriane Lenox",2021,TV-MA,132 min,"Sports Movies ,LGBTQ+ Movies ,Drama Movies ,Martial Arts Movies ",United States,"Years after a humiliating defeat, an MMA fighter grabs one last shot at redemption when the young son she left behind comes back into her life."
80039717,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",,"Michelle Yeoh, Donnie Yen, Harry Shum Jr.",2016,TV-14,100 min,"Martial Arts Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,Renowned warrior Yu Shu-Lien comes out of retirement to keep the legendary Green Destiny sword away from villainous warlord Hades Dai.
80104648,Movie,Baaghi,,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu",2016,TV-MA,127 min,"Bollywood Movies ,Martial Arts Movies ,Action & Adventure Movies",India,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
81361266,Movie,The Deed of Death,,"Nam Ron, Khoharullah Majid, Feiyna Tajudin",2021,TV-14,101 min,"Sports Movies ,Drama Movies ,Martial Arts Movies ,Action & Adventure Movies",Malaysia,Ali and Fatimah race against time to rescue their brother from a criminal syndicate and reclaim the deed to their family's land.
80240904,Movie,Fistful of Vengeance,,"Iko Uwais, Lewis Tan, Lawrence Kao",2022,TV-MA,96 min,"Martial Arts Movies ,Action & Adventure Movies ",United States,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.
81168939,Movie,John Wick: Chapter 3 - Parabellum,,"Keanu Reeves, Halle Berry, Laurence Fishburne",2019,TV-MA,130 min,"Crime Movies ,Action & Adventure Movies ",United States,"With a $14 million bounty on his head, elite hitman John Wick must battle every killer in his path to reach old allies and redeem his life."
81576597,Movie,AKA,,"Alban Lenoir, Éric Cantona, Thibault de Montalembert",2023,TV-MA,124 min,"Crime Movies ,Action & Adventure Movies",France,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.
80013762,Movie,John Wick,,"Keanu Reeves, Michael Nyqvist, Alfie Allen",2014,TV-MA,101 min,"Crime Movies ,Action & Adventure Movies ",United States,"When a gangster's son steals his car and kills his dog, fearless ex-hit man John Wick takes on the entire mob to get his revenge."
81280035,Movie,Luther: The Fallen Sun,,"Idris Elba, Cynthia Erivo, Andy Serkis",2023,TV-MA,130 min,"Crime Movies ,Drama Movies ,Mystery Movies ,Action & Adventure Movies ",United States,"Haunted by an unsolved murder, brilliant but disgraced London police detective John Luther breaks out of prison to hunt down a sadistic serial killer."
81458368,Movie,My Name Is Vendetta,,"Alessandro Gassmann, Ginevra Francesconi, Remo Girone",2022,TV-MA,92 min,"Crime Movies ,Action & Adventure Movies",Italy,"When enemies from the past kill his wife and brother-in-law, a former mafia enforcer and his daughter flee to Milan to plot their revenge."
81698992,Movie,The Black Book,,"Richard Mofe-Damijo, Ade Laoye, Sam Dede",2023,TV-14,124 min,"Crime Movies ,Action & Adventure Movies ",Nigeria,"After his son is framed for a kidnapping, a bereaved deacon takes justice into his own hands and fights a corrupt police gang to absolve him."
81609329,Movie,Last Seen Alive,,"Gerard Butler, Jaimie Alexander, Russell Hornsby",2022,TV-MA,95 min,"Crime Movies ,Action & Adventure Movies ",United States,"When his wife suddenly vanishes at a gas station, an ordinary man takes extraordinary measures to find her even as he himself falls under suspicion."
70241754,Movie,Parker,,"Jason Statham, Jennifer Lopez, Michael Chiklis",2013,TV-MA,118 min,"Crime Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"Parker is a thief -- but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
81013492,Movie,Honest Thief,,"Liam Neeson, Kate Walsh, Jai Courtney",2020,TV-14,98 min,"Crime Movies ,Action & Adventure Movies ",United States,"A meticulous bank robber with his own moral code and millions in cash, Tom Carter is a success – until he makes the mistake of turning himself in."
80021752,Movie,Run All Night,,"Liam Neeson, Ed Harris, Joel Kinnaman",2015,TV-14,114 min,"Crime Movies ,Action & Adventure Movies ",United States,"Retired mob enforcer Jimmy must revive his deadly skills when his estranged son runs afoul of Jimmy's former mob boss, who is also his best friend."
70287290,Movie,Sabotage,,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams",2014,TV-MA,109 min,"Crime Movies ,Drama Movies ,Action & Adventure Movies ",United States,"A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
81425046,Movie,Copshop,,"Gerard Butler, Frank Grillo, Alexis Louder",2022,TV-MA,107 min,"Crime Movies ,Action & Adventure Movies ",United States,Bullets fly and blood splatters at a small-town police station when a rookie cop unwittingly locks a contract killer in the cell opposite his target.
81570254,Movie,Furioza,,"Mateusz Banasiuk, Weronika Książkiewicz, Mateusz Damięcki",2022,TV-MA,140 min,"Crime Movies ,Action & Adventure Movies",Poland,"A policewoman makes her ex-boyfriend an offer he can't refuse: Either he infiltrates and informs on a gang of hooligans, or his brother goes to jail."
81046394,Movie,Army of the Dead,,"Dave Bautista, Ella Purnell, Omari Hardwick",2021,TV-MA,148 min,"Crime Movies ,Horror Movies ,Action & Adventure Movies ",United States,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
80014852,Movie,The Gunman,,"Sean Penn, Javier Bardem, Idris Elba",2015,TV-14,114 min,"Crime Movies ,Movies Based on Books ,Action & Adventure Movies ",United States,"Preparing to retire, a black ops assassin discovers that someone from his outfit wants him dead, thrusting him into a global chase to save himself."
80192187,Movie,Triple Frontier,,"Ben Affleck, Oscar Isaac, Charlie Hunnam",2019,TV-MA,125 min,"Crime Movies ,Action & Adventure Movies ",United States,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
81123458,Movie,Escape Plan: The Extractors,,"Sylvester Stallone, Dave Bautista, Devon Sawa",2019,TV-MA,96 min,"Crime Movies ,Action & Adventure Movies ",United States,Veteran security expert Ray Breslin must rescue a tech giant's daughter and his own girlfriend from an impenetrable prison in this action sequel.
80223052,Movie,Polar,,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick",2019,TV-MA,118 min,"Crime Movies ,Action & Adventure Movies",Canada,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
80991316,Movie,Avengement,,"Scott Adkins, Craig Fairbrass, Thomas Turgoose",2019,TV-MA,87 min,"Crime Movies ,Action & Adventure Movies",United Kingdom,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
